Sembol,Tarih,Fiyat (Son),Sinyal,Skor (Al),Skor (Sat),Elmas Formasyonu,AlphaTrend,MA,MACD,MACD_Signal,MACD_Positive,RSI,ADX,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,EMA20_gt_EMA50_gt_EMA200,Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,Cup&Handle Formasyonu,Bull Flag Formasyonu,TOBO Formasyonu,Gelişmiş TOBO,EMA5_137 Sinyal,EMA5_137 Sinyal_Numeric,EMA3_199 Sinyal,EMA3_199 Sinyal_Numeric,EMA3_200 Sinyal,EMA3_200 Sinyal_Numeric,CandleGoldenCross_Over,Confirmed_BUY,Confirmed_SELL,CandleGoldenCross_Over_Confirmed_BUY,Confirmed_SELL_CandleCrossUnder,STOP Fiyat,TP Fiyat,Haftalık Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),F/K,PD/DD,Yorumlar,PUANLAMA_V4,TP Oran (%),Sinyal_Sort,VolumeDeltaUp_Sort,Formasyon_Sort,FormasyonTazeKirilim,BONUS_SCORE,DipSkor,ATHSkor,OBVSkor,TazeSkor,FinalSkorEx,__FDTT_NET_TL,__FDTT_ADV7_TL,KURUM_FDTT_SINYAL,__AKD_1D_NET_TL_NORM_ND,__AKD_3D_NET_TL_NORM_ND,KURUM_AKD_SINYAL,__AKD_PUAN,__FDTT_PUAN,__KURUM_PUAN,AL_VETO_SHOCK,__TURNOVER_1D,__TURNOVER_3D,__FF_MCAP,AKD_NOTE,KURUM_AKD_SKOR,FinalSkorPlus,__FDTT_NET_PP,__FDTT_NET_TL_NORM,__AKD_RECENCY_COMBO,Analiz_Tarihi_str,Alis_Fiyati_AnalizGunu,Max_Getiri_%,Getiri_1Hafta_Sonu_%,Zirve_Kayip_%,Fiyat_EnYuksek_5Gun,Fiyat_EnDusuk_5Gun,Max_Getiri_5Gun_%,Gun_EnYuksek,Gun_EnDusuk,Max_Getiri_15Gun_%,Getiri_15Gun_Sonu_%,Zirve_Kayip_15Gun_%,Fiyat_EnYuksek_15Gun,Fiyat_EnDusuk_15Gun,SMA5_137_15m_Sinyal,SMA5_137_15m_Sinyal_Numeric,SMA5_137_15m_Sinyal_Filt,SMA5_137_15m_Sinyal_Filt_Numeric,SMA5_137_15m_CrossTime,SMA5_137_15m_BarsSinceCross,SMA5_137_1h_Sinyal,SMA5_137_1h_Sinyal_Numeric,SMA5_137_1h_Sinyal_Filt,SMA5_137_1h_Sinyal_Filt_Numeric,SMA5_137_1h_CrossTime,SMA5_137_1h_BarsSinceCross,SMA5_137_4h_Sinyal,SMA5_137_4h_Sinyal_Numeric,SMA5_137_4h_Sinyal_Filt,SMA5_137_4h_Sinyal_Filt_Numeric,SMA5_137_4h_CrossTime,SMA5_137_4h_BarsSinceCross,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Numeric,SMA5_137_1d_Sinyal_Filt,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_1d_CrossTime,SMA5_137_1d_BarsSinceCross,EW_WaveType_1d,EW_CurrentWave_1d,EW_Phase_1d,EW_LastPivotTime_1d,EW_LastPivotPrice_1d,EW_WaveType_4h,EW_CurrentWave_4h,EW_Phase_4h,EW_LastPivotTime_4h,EW_LastPivotPrice_4h,Top_Grup,Top_Grup_15Gun
SUWEN,2025-09-29,11.4,0,0,0,0,11.32,11.23,0.18,0.17,1,53.4,19.23,-4693850.0,9.83,11.09,12.35,22.74,0,47.16,26.47,0,100,1,1,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,10.58,12.22,0.53,8.26,105458386,285.0,3.52,"ATR Oranı düşük (4.82%) | Gelişmiş Cup & Handle | Gelişmiş Bull Flag | ATR STOP: 10.58, TP: 12.22 | 1H:%0.53 | 1A:%8.26",4,7.19,0,0,1,0,0,-47.16,-26.47,-4693850.0,0,-33.93,6218916117.25,145670003.71,True,-0.17,-0.03,False,-5.0,3.0,-2.0,True,0.01,0.1,4325997313.44,AKD/Taban veto,-82.0,-115.93,143.76,42.69,-0.13,2025-09-29,11.4,-2.8947368421052637,-7.631578947368429,4.878048780487814,11.07,10.42,-2.8947368421052637,1,3,-2.456140350877203,-11.40350877192983,9.172661870503594,11.12,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TARKM,2025-09-29,420.0,100,3,0,0,403.95,412.27,6.1,6.39,0,54.82,28.86,227005.0,379.65,415.99,452.32,17.47,1,40.94,9.87,0,0,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,391.04,448.96,0.48,3.96,179552476,42.72635,3.75,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.6%) | Gelişmiş Cup & Handle | ATR STOP: 391.04, TP: 448.96 | 1H:%0.48 | 1A:%3.96",4,6.9,1,0,1,0,0,-40.94,-9.87,227005.0,0,-20.6,1383723242.68,122952760.14,True,0.17,0.05,True,4.0,3.0,4.0,False,0.02,0.16,2155496545.5,AKD pozitif (1g norm),64.0,43.4,64.2,11.25,0.14,2025-09-29,420.0,1.6666666666666667,-4.166666666666666,5.737704918032787,427.0,402.5,1.6666666666666667,1,5,1.6666666666666667,-6.369047619047619,7.903981264637003,427.0,393.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TATEN,2025-09-29,69.25,50,4,0,0,67.76,60.93,4.01,2.42,1,70.02,32.04,-3139676.0,47.95,59.33,70.7,38.35,1,128.7,3.82,0,0,1,0,0,0,-,0.0,-,0.0,-,0.0,0,1,0,0,0,63.93,74.57,17.08,19.91,209294328,27.371542,4.04,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.13%) | Gelişmiş Cup & Handle | ATR STOP: 63.93, TP: 74.57 | 1H:%17.08 | 1A:%19.91 | Confirmed BUY (alphaTrend teyidi)",8,7.68,2,0,1,0,0,-128.7,-3.82,-3139676.0,0,-94.31,2499889514.25,162565230.14,True,-0.09,-0.03,False,-2.0,3.0,0.0,False,0.0,0.05,4136702105.0,AKD nötr/negatif,-10.0,-104.31,60.43,15.38,-0.07,2025-09-29,69.25,20.938628158844764,12.707581227436817,6.805970149253734,83.75,78.05,20.938628158844764,1,5,24.98194945848375,15.523465703971121,7.567879838243787,86.55,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
TATGD,2025-09-29,12.66,-50,0,4,0,13.4,13.38,-0.12,-0.05,0,36.56,19.71,-2221470.0,12.71,13.38,14.05,10.02,0,20.46,50.93,0,100,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,12.01,13.31,-5.52,-11.03,26237658,6.426396,0.85,"ATR Oranı düşük (3.43%) | Gelişmiş Cup & Handle | ATR STOP: 12.01, TP: 13.31 | 1H:%-5.52 | 1A:%-11.03",2,5.13,0,0,1,0,0,-20.46,-50.93,-2221470.0,0,-18.94,526116213.82,27836148.71,True,-0.75,-0.12,False,-5.0,3.0,-2.0,True,0.01,0.08,1448486413.92,AKD/Taban veto,-90.0,-108.94,36.32,18.9,-0.56,2025-09-29,12.66,4.186413902053707,1.4218009478672962,2.653525398028807,13.19,12.74,4.186413902053707,1,3,4.186413902053707,-3.4755134281200593,7.354056103108407,13.19,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TCKRC,2025-09-29,51.05,0,0,0,0,50.56,51.54,0.35,0.32,1,49.31,25.71,1012291.0,44.09,50.25,56.42,24.55,1,132.05,15.9,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,46.62,55.48,-4.85,-1.26,70917295,21.182571,2.32,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.79%) | ATR STOP: 46.62, TP: 55.48 | 1H:%-4.85 | 1A:%-1.26",2,8.68,0,0,0,0,0,-132.05,-15.9,1012291.0,0,-120.59,233364419.17,90580947.71,True,-0.04,-0.05,False,0.0,3.0,1.0,False,0.02,0.11,2564625339.0,AKD nötr/negatif,24.0,-96.59,9.1,2.58,-0.04,2025-09-29,51.05,-1.7629774730656194,-5.974534769833491,4.287138584247256,50.15,48.0,-1.7629774730656194,1,5,-1.7629774730656194,-12.830558276199799,11.26620139581256,50.15,42.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TDGYO,2025-09-29,20.98,50,4,0,0,18.99,19.11,0.93,0.65,1,73.71,29.85,-7260214.0,16.57,18.85,21.13,24.18,1,110.22,4.64,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,19.43,22.53,4.9,12.98,28387928,0.0,4.29,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.91%) | ATR STOP: 19.43, TP: 22.53 | 1H:%4.9 | 1A:%12.98 | Volume Delta pozitif",5,7.39,2,1,0,0,0,-110.22,-4.64,-7260214.0,0,-89.24,63114684.66,23601050.71,True,0.07,-0.07,True,0.0,3.0,1.0,False,0.01,0.09,987785409.0,AKD pozitif (1g norm),34.0,-55.24,6.39,2.67,0.03,2025-09-29,20.98,-4.671115347950431,-9.437559580552909,5.0,20.0,19.0,-4.671115347950431,1,5,4.7664442326024785,4.289799809342224,0.4549590536851748,21.98,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TEKTU,2025-09-29,20.9,-50,0,4,0,22.19,22.56,-1.15,-0.31,0,44.74,24.8,38855162.0,16.78,23.79,30.81,58.96,1,458.82,36.47,0,100,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,1,0,0,17.82,23.98,6.69,-24.0,370307020,0.0,1.16,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı yüksek (9.82%) | Gelişmiş Cup & Handle | ATR STOP: 17.82, TP: 23.98 | 1H:%6.69 | 1A:%-24.0 | Confirmed SELL (alphaTrend teyidi) | Volume Delta pozitif",5,14.74,0,1,1,0,0,-458.82,-36.47,38855162.0,0,-438.27,14536790.8,266498155.86,False,0.07,0.01,True,2.0,0.0,1.0,False,0.06,0.48,3481476471.0,AKD pozitif (1g norm),23.0,-415.27,0.42,0.05,0.05,2025-09-29,20.9,11.961722488038278,2.8708133971291936,8.119658119658114,23.4,21.0,11.961722488038278,1,3,38.85167464114833,13.205741626794268,18.470020675396277,29.02,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
TEZOL,2025-09-29,15.18,0,0,0,0,15.33,15.29,-0.11,-0.16,1,45.5,13.22,-5855318.0,14.72,15.16,15.6,5.76,0,10.97,29.79,0,100,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,14.56,15.8,-1.04,-1.75,103246595,69.0,1.41,"ATR Oranı düşük (2.7%) | ATR STOP: 14.56, TP: 15.8 | 1H:%-1.04 | 1A:%-1.75",1,4.08,0,0,0,0,0,-10.97,-29.79,-5855318.0,0,-10.67,728364292.54,111927490.71,True,0.52,0.07,True,4.0,3.0,4.0,False,0.01,0.14,1935876586.38,AKD pozitif (1g norm),59.0,48.33,37.62,6.51,0.38,2025-09-29,15.18,-2.3056653491436077,-6.324110671936753,4.113283884018877,14.83,14.22,-2.3056653491436077,1,5,-2.3056653491436077,-16.666666666666664,14.699932569116653,14.83,12.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
THYAO,2025-09-29,319.25,-50,0,4,0,324.28,322.42,1.01,1.59,0,48.18,16.02,-37562966.0,310.81,321.84,332.87,6.85,1,27.99,6.1,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,305.5,333.0,-1.69,-3.72,12040032421,3.6653273,23.23,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (2.87%) | ATR STOP: 305.5, TP: 333.0 | 1H:%-1.69 | 1A:%-3.72",0,4.31,0,0,0,0,0,-27.99,-6.1,-37562966.0,0,-28.73,-9719635410.55,11805540986.43,False,-0.15,-0.04,False,-4.0,-2.0,-3.0,True,0.02,0.13,226312480585.0,AKD/Taban veto,-109.0,-137.73,-4.29,-0.82,-0.11,2025-09-29,319.25,-1.096319498825372,-1.7227877838684416,0.6334125098970704,315.75,305.5,-1.096319498825372,1,4,-1.096319498825372,-9.788566953797964,8.788598574821853,315.75,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TLMAN,2025-09-29,99.55,-50,0,4,0,104.56,103.7,0.45,1.35,0,43.85,24.68,-158514.0,98.33,104.17,110.01,11.22,1,36.46,15.85,0,0,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,92.53,106.57,-5.37,-8.84,27799343,37.007435,1.34,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.7%) | Gelişmiş Cup & Handle | ATR STOP: 92.53, TP: 106.57 | 1H:%-5.37 | 1A:%-8.84",1,7.05,0,0,1,0,0,-36.46,-15.85,-158514.0,0,-29.56,341906767.82,27957403.0,True,0.06,0.03,True,2.0,3.0,2.0,False,0.03,0.11,927440416.0,AKD pozitif (1g norm),36.0,6.44,36.87,12.23,0.05,2025-09-29,99.55,0.9542943244600732,-1.5570065293822173,2.4875621890547266,100.5,97.2,0.9542943244600732,1,4,0.9542943244600732,0.3515821195379292,0.5970149253731287,100.5,93.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TMPOL,2025-09-29,168.7,100,3,0,0,156.23,154.49,13.74,17.53,0,62.5,53.43,396695.0,112.02,154.66,197.31,55.15,1,175.88,6.17,0,0,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,147.99,189.41,-0.76,49.16,111818664,66.94444,2.99,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı yüksek (8.18%) | Gelişmiş Cup & Handle | ATR STOP: 147.99, TP: 189.41 | 1H:%-0.76 | 1A:%49.16",5,12.28,1,0,1,0,0,-175.88,-6.17,396695.0,0,-150.71,5406132580.73,101174066.0,True,-1.02,-0.19,False,-5.0,3.0,-2.0,True,0.02,0.21,1447421976.0,AKD/Taban veto,-83.0,-233.71,373.5,53.43,-0.77,2025-09-29,168.7,26.556016597510386,21.517486662714884,3.9812646370023423,213.5,180.1,26.556016597510386,3,1,29.223473621813877,25.074096028452885,3.211009174311927,218.0,180.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
TMSN,2025-09-29,111.9,-50,0,4,0,117.27,118.97,-2.32,-1.86,0,37.17,20.64,-714105.0,109.35,118.37,127.38,15.24,0,36.13,16.49,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,105.38,118.42,-5.49,-14.32,130353936,2.2036235,0.79,"ATR Oranı düşük (3.89%) | ATR STOP: 105.38, TP: 118.42 | 1H:%-5.49 | 1A:%-14.32",0,5.83,0,0,0,0,0,-36.13,-16.49,-714105.0,0,-34.21,388476984.96,121021939.14,True,0.04,0.03,False,2.0,3.0,2.0,False,0.01,0.08,4064148950.4,AKD nötr/negatif,24.0,-10.21,9.56,3.21,0.04,2025-09-29,111.9,1.8766756032171528,-1.9660411081322635,3.7719298245614015,114.0,109.2,1.8766756032171528,1,4,1.8766756032171528,-10.187667560321719,11.842105263157894,114.0,99.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TNZTP,2025-09-29,23.68,-50,0,4,0,25.8,26.22,-1.03,-0.91,0,29.75,27.14,-1724246.0,23.93,25.84,27.75,14.76,0,56.98,28.23,0,100,1,0,1,0,-,0.0,-,0.0,-,0.0,0,0,1,0,0,21.74,25.62,-10.98,-17.03,52610917,0.0,1.4,"ATR Oranı düşük (5.45%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 21.74, TP: 25.62 | 1H:%-10.98 | 1A:%-17.03 | Confirmed SELL (alphaTrend teyidi)",3,8.19,0,0,1,0,0,-56.98,-28.23,-1724246.0,0,-46.42,3774356543.96,55664146.0,True,-0.09,-0.04,False,-2.0,3.0,0.0,False,0.01,0.08,2387856327.58,AKD nötr/negatif,-22.0,-68.42,158.06,67.81,-0.08,2025-09-29,23.68,-3.7162162162162122,-4.560810810810803,0.8771929824561372,22.8,21.86,-3.7162162162162122,1,4,-3.7162162162162122,-8.783783783783777,5.263157894736839,22.8,20.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TRCAS,2025-09-29,36.86,50,4,0,0,36.2,36.8,0.54,0.49,1,51.6,16.91,-855960.0,34.32,36.61,38.89,12.49,1,82.53,4.41,0,0,1,0,1,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,34.59,39.13,-0.38,1.82,76364290,8.454128,0.75,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.11%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 34.59, TP: 39.13 | 1H:%-0.38 | 1A:%1.82",4,6.16,2,0,1,0,0,-82.53,-4.41,-855960.0,0,-62.35,1148282174.7,95359363.86,True,-1.29,-0.16,False,-5.0,3.0,-2.0,True,0.0,0.08,2632793846.04,AKD/Taban veto,-82.0,-144.35,43.61,12.04,-0.95,2025-09-29,36.86,3.526858383071072,0.16277807921867138,3.2494758909853116,38.16,36.92,3.526858383071072,1,5,4.503526858383081,1.5735214324470927,2.803738317757023,38.52,35.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TRILC,2025-09-29,23.34,100,3,0,0,23.25,23.24,0.07,0.11,0,51.48,15.49,18442179.0,21.9,23.29,24.69,11.95,1,45.6,18.11,0,0,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,21.74,24.94,0.17,-5.51,136089540,0.0,2.26,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.58%) | Gelişmiş Cup & Handle | ATR STOP: 21.74, TP: 24.94 | 1H:%0.17 | 1A:%-5.51 | Volume Delta pozitif",3,6.86,1,1,1,0,0,-45.6,-18.11,18442179.0,0,-29.62,1069551829.89,101873669.86,True,-0.01,0.02,False,0.0,3.0,1.0,False,0.02,0.15,1738727099.64,AKD nötr/negatif,18.0,-11.62,61.51,10.5,-0.0,2025-09-29,23.34,-1.5424164524421569,-1.7137960582690597,0.17406440382941318,22.98,22.68,-1.5424164524421569,3,1,-1.5424164524421569,-12.510711225364174,11.140121845082675,22.98,20.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TSGYO,2025-09-29,7.98,0,0,0,0,7.75,8.01,0.18,0.17,1,50.88,37.07,-6861134.0,7.01,7.88,8.76,22.23,0,32.12,59.76,0,100,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,7.37,8.59,-2.44,3.77,75966595,0.0,0.94,"ATR Oranı düşük (5.06%) | Gelişmiş Cup & Handle | ATR STOP: 7.37, TP: 8.59 | 1H:%-2.44 | 1A:%3.77",3,7.64,0,0,1,0,0,-32.12,-59.76,-6861134.0,0,-30.01,-365869444.72,103857268.14,False,0.02,0.01,False,0.0,-3.0,-1.0,False,0.03,0.23,601012891.92,AKD nötr/negatif,-11.0,-41.01,-60.88,-3.52,0.02,2025-09-29,7.98,0.5012531328320695,-4.010025062656645,4.488778054862836,8.02,7.63,0.5012531328320695,1,4,0.5012531328320695,-8.02005012531329,8.4788029925187,8.02,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TSKB,2025-09-29,13.44,-50,0,4,0,13.8,13.68,-0.03,0.0,0,45.83,13.96,22996121.0,12.93,13.58,14.23,9.64,1,33.2,7.5,0,0,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,12.75,14.13,-2.89,-7.37,306013187,3.0545454,0.95,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.43%) | ATR STOP: 12.75, TP: 14.13 | 1H:%-2.89 | 1A:%-7.37",1,5.13,0,0,0,0,0,-33.2,-7.5,22996121.0,0,-23.03,-1146883886.52,325223497.71,False,-0.13,-0.04,False,-4.0,-3.0,-4.0,True,0.0,0.04,16310958684.44,AKD/Taban veto,-117.0,-140.03,-7.03,-3.53,-0.1,2025-09-29,13.44,2.8273809523809583,-3.2738095238095206,5.933429811866862,13.82,12.78,2.8273809523809583,1,4,2.8273809523809583,-9.44940476190476,11.93921852387844,13.82,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TTKOM,2025-09-29,50.55,0,0,0,0,52.24,52.73,-0.92,-1.03,1,38.4,21.78,-16428772.0,49.38,51.97,54.56,9.97,0,16.26,18.99,0,0,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,47.97,53.13,-5.51,-9.0,1346704247,12.732997,0.99,"ATR Oranı düşük (3.4%) | Gelişmiş Cup & Handle | ATR STOP: 47.97, TP: 53.13 | 1H:%-5.51 | 1A:%-9.0",1,5.1,0,0,1,0,0,-16.26,-18.99,-16428772.0,0,-14.98,-10343566963.83,1408379934.43,False,-0.02,0.02,False,0.0,-3.0,-1.0,False,0.01,0.12,25277885801.0,AKD nötr/negatif,-12.0,-26.98,-40.92,-7.34,-0.01,2025-09-29,50.55,3.8575667655786408,0.5934718100890292,3.14285714285714,52.5,50.85,3.8575667655786408,1,6,3.8575667655786408,0.39564787339268614,3.3333333333333335,52.5,48.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TUCLK,2025-09-29,9.99,-50,0,4,0,10.85,10.6,-0.12,0.02,0,40.68,19.49,-7402778.0,9.63,10.8,11.97,21.74,1,35.55,23.33,0,100,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,1,0,0,9.13,10.85,-6.55,-23.33,91672273,19.211538,0.61,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.75%) | ATR STOP: 9.13, TP: 10.85 | 1H:%-6.55 | 1A:%-23.33 | Confirmed SELL (alphaTrend teyidi)",0,8.61,0,0,0,0,0,-35.55,-23.33,-7402778.0,0,-38.35,255078383.65,65076546.29,True,-0.04,-0.02,False,0.0,3.0,1.0,False,0.02,0.15,1150126294.87,AKD nötr/negatif,16.0,-22.35,22.18,3.92,-0.03,2025-09-29,9.99,-1.501501501501505,-5.405405405405415,3.963414634146347,9.84,9.3,-1.501501501501505,1,4,-1.501501501501505,-10.310310310310305,8.943089430894299,9.84,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TUKAS,2025-09-29,2.79,-50,0,4,0,3.19,3.32,-0.1,0.07,0,34.96,32.03,-284326936.0,2.71,3.51,4.31,45.35,0,51.63,62.6,0,100,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,1,0,0,2.43,3.15,-8.82,-20.51,1624991429,18.599998,0.94,"ATR Oranı yüksek (8.69%) | Gelişmiş Cup & Handle | ATR STOP: 2.43, TP: 3.15 | 1H:%-8.82 | 1A:%-20.51 | Confirmed SELL (alphaTrend teyidi)",3,12.9,0,0,1,0,0,-51.63,-62.6,-284326936.0,0,-52.06,11666956932.14,2748762675.0,True,-0.38,-0.09,False,-5.0,3.0,-2.0,True,0.06,0.96,8518136221.8,AKD/Taban veto,-90.0,-142.06,136.97,4.24,-0.29,2025-09-29,2.79,-1.7921146953404954,-7.526881720430106,5.839416058394165,2.74,2.56,-1.7921146953404954,1,4,-1.7921146953404954,-6.451612903225811,4.744525547445268,2.74,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TUPRS,2025-09-29,193.3,50,4,0,0,191.47,185.74,7.85,7.34,1,66.12,36.86,19432437.0,158.59,182.77,206.94,26.46,1,65.58,3.64,0,0,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,185.23,201.37,-1.18,12.25,4080158803,18.568684,1.21,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (2.78%) | Gelişmiş Cup & Handle | ATR STOP: 185.23, TP: 201.37 | 1H:%-1.18 | 1A:%12.25",6,4.17,2,0,1,0,0,-65.58,-3.64,19432437.0,0,-34.66,44475784140.75,4521589322.14,True,-0.09,-0.01,False,-2.0,3.0,0.0,False,0.01,0.05,177656738187.3,AKD nötr/negatif,-11.0,-45.66,25.03,9.84,-0.07,2025-09-29,193.3,-0.9311950336264931,-6.621831350232804,5.7441253263707575,191.5,180.5,-0.9311950336264931,1,6,-0.9311950336264931,-6.001034661148486,5.117493472584862,191.5,173.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TUREX,2025-09-29,8.44,0,0,0,0,8.81,8.96,-0.43,-0.49,1,35.63,23.14,-36172331.0,8.26,8.78,9.31,11.93,0,2.8,82.49,0,100,0,0,0,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,7.86,9.02,-4.31,-7.35,306028220,19.627905,1.47,"ATR Oranı düşük (4.6%) | ATR STOP: 7.86, TP: 9.02 | 1H:%-4.31 | 1A:%-7.35",1,6.87,0,0,0,0,0,-2.8,-82.49,-36172331.0,0,-14.79,2174333691.59,381524087.0,True,-0.15,-0.04,False,-4.0,3.0,-1.0,True,0.02,0.19,3891036669.66,AKD/Taban veto,-87.0,-101.79,55.88,5.7,-0.12,2025-09-29,8.44,2.251184834123238,-2.8436018957346,4.9826187717265515,8.63,8.2,2.251184834123238,1,5,2.251184834123238,-9.834123222748806,11.819235225955973,8.63,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TURGG,2025-09-29,30.6,-50,0,4,0,34.11,34.27,-1.63,-1.37,0,37.43,17.6,-670178.0,30.35,34.13,37.9,22.12,0,36.0,38.63,0,100,1,0,0,0,-,0.0,-,0.0,-,0.0,0,0,1,0,0,26.73,34.47,-8.11,-24.03,68792891,66.521736,1.4,"ATR Oranı yüksek (8.44%) | Gelişmiş Cup & Handle | ATR STOP: 26.73, TP: 34.47 | 1H:%-8.11 | 1A:%-24.03 | Confirmed SELL (alphaTrend teyidi)",2,12.65,0,0,1,0,0,-36.0,-38.63,-670178.0,0,-30.44,1665495713.44,74104968.86,True,-0.09,-0.01,False,-2.0,3.0,0.0,False,0.02,0.16,1029303252.4,AKD nötr/negatif,-24.0,-54.44,161.81,22.47,-0.07,2025-09-29,30.6,1.8300653594771197,-1.9607843137254948,3.7227214377406934,31.16,30.0,1.8300653594771197,2,5,1.8300653594771197,-11.372549019607844,12.965340179717582,31.16,26.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ULKER,2025-09-29,105.4,0,0,0,0,107.99,108.51,-0.96,-1.11,1,41.3,20.25,-4262581.0,101.04,106.69,112.35,10.6,0,14.11,19.63,0,0,1,0,1,0,-,0.0,-,0.0,-,0.0,0,0,0,0,0,100.95,109.85,-3.92,-7.05,680044672,6.7048345,1.08,"ATR Oranı düşük (2.81%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 100.95, TP: 109.85 | 1H:%-3.92 | 1A:%-7.05",2,4.22,0,0,1,0,0,-14.11,-19.63,-4262581.0,0,-7.32,2524627143.0,697211750.29,True,-0.02,-0.01,False,0.0,3.0,1.0,False,0.01,0.1,16910101514.4,AKD nötr/negatif,16.0,8.68,14.93,3.62,-0.02,2025-09-29,105.4,3.1309297912713445,0.3795066413662158,2.6678932842686343,108.7,105.2,3.1309297912713445,1,4,3.1309297912713445,-1.328273244781789,4.323827046918126,108.7,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
