Sembol,Tarih,Fiyat (Son),Sinyal,Skor (Al),Skor (Sat),Elmas Formasyonu,AlphaTrend,MA,MACD,MACD_Signal,MACD_Positive,RSI,ADX,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,EMA20_gt_EMA50_gt_EMA200,Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,Cup&Handle Formasyonu,Bull Flag Formasyonu,TOBO Formasyonu,Gelişmiş TOBO,EMA5_137 Sinyal,EMA5_137 Sinyal_Numeric,EMA3_199 Sinyal,EMA3_199 Sinyal_Numeric,EMA3_200 Sinyal,EMA3_200 Sinyal_Numeric,CandleGoldenCross_Over,Confirmed_BUY,Confirmed_SELL,CandleGoldenCross_Over_Confirmed_BUY,Confirmed_SELL_CandleCrossUnder,STOP Fiyat,TP Fiyat,Haftalık Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),F/K,PD/DD,Yorumlar,PUANLAMA_V4,TP Oran (%),Sinyal_Sort,VolumeDeltaUp_Sort,Formasyon_Sort,FormasyonTazeKirilim,BONUS_SCORE,DipSkor,ATHSkor,OBVSkor,TazeSkor,FinalSkorEx,__FDTT_NET_TL,__FDTT_ADV7_TL,KURUM_FDTT_SINYAL,__AKD_1D_NET_TL_NORM_ND,__AKD_3D_NET_TL_NORM_ND,KURUM_AKD_SINYAL,__AKD_PUAN,__FDTT_PUAN,__KURUM_PUAN,AL_VETO_SHOCK,__TURNOVER_1D,__TURNOVER_3D,__FF_MCAP,AKD_NOTE,KURUM_AKD_SKOR,FinalSkorPlus,__FDTT_NET_PP,__FDTT_NET_TL_NORM,__AKD_RECENCY_COMBO,Analiz_Tarihi_str,Alis_Fiyati_AnalizGunu,Max_Getiri_%,Getiri_1Hafta_Sonu_%,Zirve_Kayip_%,Fiyat_EnYuksek_5Gun,Fiyat_EnDusuk_5Gun,Max_Getiri_5Gun_%,Gun_EnYuksek,Gun_EnDusuk,Max_Getiri_15Gun_%,Getiri_15Gun_Sonu_%,Zirve_Kayip_15Gun_%,Fiyat_EnYuksek_15Gun,Fiyat_EnDusuk_15Gun,SMA5_137_15m_Sinyal,SMA5_137_15m_Sinyal_Numeric,SMA5_137_15m_Sinyal_Filt,SMA5_137_15m_Sinyal_Filt_Numeric,SMA5_137_15m_CrossTime,SMA5_137_15m_BarsSinceCross,SMA5_137_1h_Sinyal,SMA5_137_1h_Sinyal_Numeric,SMA5_137_1h_Sinyal_Filt,SMA5_137_1h_Sinyal_Filt_Numeric,SMA5_137_1h_CrossTime,SMA5_137_1h_BarsSinceCross,SMA5_137_4h_Sinyal,SMA5_137_4h_Sinyal_Numeric,SMA5_137_4h_Sinyal_Filt,SMA5_137_4h_Sinyal_Filt_Numeric,SMA5_137_4h_CrossTime,SMA5_137_4h_BarsSinceCross,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Numeric,SMA5_137_1d_Sinyal_Filt,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_1d_CrossTime,SMA5_137_1d_BarsSinceCross,EW_WaveType_1d,EW_CurrentWave_1d,EW_Phase_1d,EW_LastPivotTime_1d,EW_LastPivotPrice_1d,EW_WaveType_4h,EW_CurrentWave_4h,EW_Phase_4h,EW_LastPivotTime_4h,EW_LastPivotPrice_4h,Top_Grup,Top_Grup_15Gun
BAGFS,2025-10-16,31.14,-50,0,4,0,33.52,33.4,-1.09,-1.02,0,36.0,15.5,-917011.0,29.93,33.57,37.21,21.68,0,75.44,21.95,0,100,1,0,1,0,,,,,,,0,0,0,0,0,28.78,33.5,-5.64,-14.07,50020521,0.0,0.64,"ATR Oranı düşük (5.05%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 28.78, TP: 33.5 | 1H:%-5.64 | 1A:%-14.07",3,7.58,0,0,1,0,0,-75.44,-21.95,-917011.0,0,-63.43,,,,,,,,,,,,,,,,,,,,2025-10-16,31.14,6.422607578676942,6.422607578676942,0.0,33.14,30.64,6.422607578676942,6,2,10.725754656390482,-2.312138728323696,11.774941995359615,34.48,28.58,-,0.0,SAT,-50.0,2025-10-10 07:15,162.0,-,0.0,SAT,-50.0,2025-10-09 06:30,53.0,-,0.0,SAT,-50.0,2025-09-19 12:00,57.0,-,0.0,-,0.0,,,,-,Orta,,,ImpulseUp,5,Düşüş Başlangıcı,2025-09-08 08:00,38.58,0,0
BAHKM,2025-10-16,55.2,100,3,0,0,53.6,52.46,-0.46,-1.25,1,56.54,13.43,4304639.0,47.81,51.99,56.17,16.09,0,36.57,16.62,0,0,0,0,1,0,,,,,,,0,0,0,0,0,50.63,59.77,4.84,4.74,83935530,0.0,2.38,"ATR Oranı düşük (5.52%) | Gelişmiş TOBO formasyonu | ATR STOP: 50.63, TP: 59.77 | 1H:%4.84 | 1A:%4.74 | Volume Delta pozitif",3,8.28,1,1,1,1,0,-36.57,-16.62,4304639.0,5,-16.02,,,,,,,,,,,,,,,,,,,,2025-10-16,55.2,5.163043478260859,-0.7246376811594305,5.598621877691645,58.05,54.8,5.163043478260859,3,6,5.163043478260859,2.989130434782606,2.0671834625322925,58.05,47.52,-,0.0,AL,50.0,2025-10-15 10:00,52.0,-,0.0,AL,50.0,2025-10-15 11:30,12.0,AL,50.0,AL,50.0,2025-10-16 12:00,0.0,-,0.0,AL,50.0,2025-07-16 00:00,66.0,,-,Orta,,,,-,Orta,,,0,0
BAKAB,2025-10-16,36.38,-50,0,4,0,38.07,37.99,-0.69,-0.35,0,38.86,14.57,171000.0,35.69,38.59,41.49,15.02,0,33.26,17.54,0,0,0,0,0,0,,,,,,,0,0,1,0,0,34.11,38.65,-5.36,-10.75,10319542,0.0,1.01,"ATR Oranı düşük (4.15%) | ATR STOP: 34.11, TP: 38.65 | 1H:%-5.36 | 1A:%-10.75 | Confirmed SELL (alphaTrend teyidi)",0,6.24,0,0,0,0,0,-33.26,-17.54,171000.0,0,-30.87,,,,,,,,,,,,,,,,,,,,2025-10-16,36.38,1.9791094007696506,1.9791094007696506,0.0,37.1,36.0,1.9791094007696506,6,5,17.097306212204504,4.727872457394169,10.56338028169014,42.6,36.0,-,0.0,SAT,-50.0,2025-10-16 09:45,20.0,-,0.0,SAT,-50.0,2025-09-30 06:30,116.0,-,0.0,SAT,-50.0,2025-09-30 04:00,38.0,-,0.0,AL,50.0,2025-07-08 00:00,71.0,ImpulseUp,5,Orta,2025-05-26 00:00,34.9,ImpulseDown,5,Yükseliş Başlangıcı,2023-07-21 12:00,27.05,0,0
BALSU,2025-10-16,21.66,-50,0,4,0,23.08,22.7,-0.58,-0.51,0,40.89,15.91,-2572451.0,20.81,23.01,25.22,19.17,0,56.96,21.64,0,100,0,0,0,0,,,,,,,0,0,1,0,0,20.12,23.2,-3.3,-10.12,101477541,38.0,5.99,"ATR Oranı düşük (4.73%) | ATR STOP: 20.12, TP: 23.2 | 1H:%-3.3 | 1A:%-10.12 | Confirmed SELL (alphaTrend teyidi)",0,7.11,0,0,0,0,0,-56.96,-21.64,-2572451.0,0,-58.11,,,,,,,,,,,,,,,,,,,,2025-10-16,21.66,-2.2160664819944618,-2.2160664819944618,0.0,21.18,20.2,-2.2160664819944618,6,4,-2.2160664819944618,-20.036934441366576,18.2247403210576,21.18,17.32,-,0.0,SAT,-50.0,2025-10-16 12:00,11.0,-,0.0,SAT,-50.0,2025-09-30 10:30,112.0,-,0.0,SAT,-50.0,2025-09-25 12:00,45.0,-,0.0,-,0.0,,,,-,Orta,,,,-,Orta,,,0,0
BANVT,2025-10-16,179.5,-100,0,3,0,186.48,185.84,-5.36,-5.8,1,38.23,13.75,-150212.0,171.07,186.64,202.21,16.68,0,4.12,55.12,0,100,1,0,0,0,,,,,,,0,0,0,0,0,169.34,189.66,-0.88,-10.34,47157526,24.388586,1.58,"ATR Oranı düşük (3.77%) | Gelişmiş Cup & Handle | ATR STOP: 169.34, TP: 189.66 | 1H:%-0.88 | 1A:%-10.34",2,5.66,0,0,1,0,0,-4.12,-55.12,-150212.0,0,-1.51,,,,,,,,,,,,,,,,,,,,2025-10-16,179.5,1.9498607242339834,1.9498607242339834,0.0,183.0,178.7,1.9498607242339834,6,2,1.9498607242339834,-5.8495821727019495,7.650273224043716,183.0,169.0,-,0.0,SAT,-50.0,2025-10-16 10:15,18.0,-,0.0,SAT,-50.0,2025-09-23 13:30,154.0,-,0.0,SAT,-50.0,2025-09-02 12:00,96.0,-,0.0,-,0.0,,,,-,Orta,,,ImpulseDown,5,Orta,2025-05-13 04:00,218.6,0,0
BARMA,2025-10-16,18.84,-50,0,4,0,20.49,20.12,-0.46,-0.12,0,40.17,18.29,-1111470.0,18.3,20.59,22.88,22.26,1,19.24,16.42,0,0,1,0,0,0,,,,,,,0,0,0,0,0,17.24,20.44,-5.14,-15.97,46698856,22.698795,1.28,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.65%) | Gelişmiş Cup & Handle | ATR STOP: 17.24, TP: 20.44 | 1H:%-5.14 | 1A:%-15.97",1,8.49,0,0,1,0,0,-19.24,-16.42,-1111470.0,0,-14.33,,,,,,,,,,,,,,,,,,,,2025-10-16,18.84,5.3078556263269645,5.3078556263269645,0.0,19.84,18.93,5.3078556263269645,6,3,40.12738853503184,37.04883227176221,2.1969696969696906,26.4,18.93,-,0.0,SAT,-50.0,2025-10-16 14:00,3.0,-,0.0,SAT,-50.0,2025-10-03 10:30,85.0,-,0.0,SAT,-50.0,2025-10-09 12:00,15.0,-,0.0,AL,50.0,2025-07-09 00:00,70.0,ImpulseUp,5,Düşüş Başlangıcı,2025-09-24 00:00,22.78,ImpulseDown,5,Orta,2025-09-23 04:00,21.64,0,1
BASGZ,2025-10-16,39.2,0,0,0,0,37.44,37.6,1.18,1.18,0,61.9,24.14,-1354154.0,33.79,37.4,41.01,19.29,1,65.54,1.51,100,0,1,0,0,0,,,,,,,0,0,0,0,0,37.07,41.33,0.51,14.75,59640228,15.742972,1.1,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %1.51) | ATR Oranı düşük (3.62%) | Gelişmiş Cup & Handle | ATR STOP: 37.07, TP: 41.33 | 1H:%0.51 | 1A:%14.75",4,5.43,0,0,1,0,0,-65.54,-1.51,-1354154.0,0,-45.84,,,,,,,,,,,,,,,,,,,,2025-10-16,39.2,3.6224489795918227,3.6224489795918227,0.0,40.62,38.36,3.6224489795918227,6,4,12.653061224489779,6.58163265306122,5.389492753623179,44.16,38.36,-,0.0,AL,50.0,2025-10-15 09:45,53.0,-,0.0,AL,50.0,2025-09-16 07:30,205.0,-,0.0,AL,50.0,2025-09-25 12:00,45.0,-,0.0,-,0.0,,,,-,Orta,,,ImpulseUp,5,Orta,2025-09-02 04:00,36.18,0,0
BAYRK,2025-10-16,32.3,-50,0,4,0,34.11,32.88,0.23,0.46,0,48.64,24.26,-2039839.0,30.41,33.57,36.74,18.85,1,93.65,14.46,0,0,1,0,0,0,,,,,,,0,0,0,0,0,29.07,35.53,-6.43,-14.14,150224398,0.0,22.75,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (6.67%) | Gelişmiş Cup & Handle | ATR STOP: 29.07, TP: 35.53 | 1H:%-6.43 | 1A:%-14.14",2,10.0,0,0,1,0,0,-93.65,-14.46,-2039839.0,0,-85.14,,,,,,,,,,,,,,,,,,,,2025-10-16,32.3,10.092879256965961,10.092879256965961,0.0,35.56,34.46,10.092879256965961,6,5,16.037151702786378,-32.56965944272444,41.88900747065101,37.48,19.8,-,0.0,SAT,-50.0,2025-10-14 12:30,75.0,-,0.0,SAT,-50.0,2025-10-14 13:30,19.0,-,0.0,AL,50.0,2025-04-08 08:00,393.0,-,0.0,-,0.0,,,ImpulseUp,5,Orta,2024-12-13 00:00,18.95,ImpulseUp,5,Düşüş Başlangıcı,2025-09-29 04:00,35.08,1,0
BEGYO,2025-10-16,5.42,-100,0,3,0,5.89,6.08,-0.63,-0.77,1,26.66,50.94,-15934970.0,5.2,5.91,6.61,23.77,0,72.15,72.77,0,100,0,0,0,0,,,,,,,0,0,0,0,0,4.89,5.95,-6.53,-19.29,133532742,5.8913045,0.93,"ATR Oranı düşük (6.5%) | ATR STOP: 4.89, TP: 5.95 | 1H:%-6.53 | 1A:%-19.29",2,9.78,0,0,0,0,0,-72.15,-72.77,-15934970.0,0,-77.58,,,,,,,,,,,,,,,,,,,,2025-10-16,5.42,12.730627306273071,12.730627306273071,0.0,6.11,5.06,12.730627306273071,6,5,14.206642066420672,-2.9520295202952056,15.02423263327949,6.19,5.06,-,0.0,SAT,-50.0,2025-10-14 10:45,82.0,-,0.0,SAT,-50.0,2025-10-14 08:30,24.0,-,0.0,SAT,-50.0,2025-08-21 12:00,120.0,-,0.0,SAT,-50.0,2025-08-21 00:00,40.0,,-,Orta,,,ImpulseUp,5,Orta,2024-09-05 08:00,3.39,1,0
BERA,2025-10-16,18.46,50,4,0,0,17.41,17.82,0.24,0.2,1,59.59,13.56,23827382.0,16.88,17.81,18.75,10.53,1,49.11,0.49,100,0,1,0,0,0,,,,,,,0,0,0,0,0,17.35,19.57,2.27,4.06,291269723,0.015826745,0.49,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %0.49) | ATR Oranı düşük (4.02%) | Gelişmiş Cup & Handle | ATR STOP: 17.35, TP: 19.57 | 1H:%2.27 | 1A:%4.06",6,6.01,2,0,1,0,0,-49.11,-0.49,23827382.0,0,-17.47,,,,,,,,,,,,,,,,,,,,2025-10-16,18.46,-0.975081256771396,-0.975081256771396,0.0,18.28,18.06,-0.975081256771396,6,2,4.00866738894907,-5.904658721560129,9.531249999999991,19.2,16.51,-,0.0,AL,50.0,2025-10-15 10:45,49.0,-,0.0,AL,50.0,2025-10-15 07:30,16.0,-,0.0,AL,50.0,2025-10-03 08:00,28.0,-,0.0,AL,50.0,2025-07-29 00:00,57.0,ImpulseDown,5,Yükseliş Başlangıcı,2025-05-07 00:00,14.58,ImpulseUp,5,Orta,2024-11-19 04:00,14.39,0,0
BIENY,2025-10-16,40.08,-100,0,3,0,42.08,41.14,-0.92,-0.96,1,42.18,15.51,-3846112.0,37.8,41.25,44.69,16.72,0,48.55,20.08,0,100,1,0,0,0,,,,,,,0,0,0,0,0,37.56,42.6,-0.25,-11.05,364001752,0.0,1.26,"ATR Oranı düşük (4.19%) | Gelişmiş Cup & Handle | ATR STOP: 37.56, TP: 42.6 | 1H:%-0.25 | 1A:%-11.05",2,6.29,0,0,1,0,0,-48.55,-20.08,-3846112.0,0,-42.11,,,,,,,,,,,,,,,,,,,,2025-10-16,40.08,1.397205588822361,1.397205588822361,0.0,40.64,40.0,1.397205588822361,6,4,8.18363273453094,-26.347305389221553,31.918819188191883,43.36,28.64,-,0.0,SAT,-50.0,2025-10-16 14:15,2.0,-,0.0,-,0.0,,,-,0.0,-,0.0,,,-,0.0,SAT,-50.0,2025-09-26 00:00,14.0,,-,Orta,,,,-,Orta,,,0,0
BIGEN,2025-10-16,10.62,-50,0,4,0,11.2,11.21,-0.24,-0.15,0,35.92,13.38,-8137701.0,10.51,11.38,12.25,15.27,0,8.48,41.65,0,100,0,0,0,0,,,,,,,0,0,1,0,0,10.04,11.2,-5.6,-7.57,137544297,9.567567,1.69,"ATR Oranı düşük (3.64%) | ATR STOP: 10.04, TP: 11.2 | 1H:%-5.6 | 1A:%-7.57 | Confirmed SELL (alphaTrend teyidi)",0,5.46,0,0,0,0,0,-8.48,-41.65,-8137701.0,0,-15.31,,,,,,,,,,,,,,,,,,,,2025-10-16,10.62,1.3182674199623405,1.3182674199623405,0.0,10.76,10.25,1.3182674199623405,6,5,8.474576271186445,-6.59133709981167,13.888888888888888,11.52,9.92,-,0.0,SAT,-50.0,2025-10-13 06:45,131.0,-,0.0,SAT,-50.0,2025-10-02 14:30,90.0,-,0.0,SAT,-50.0,2025-10-01 12:00,33.0,-,0.0,SAT,-50.0,2025-09-01 00:00,33.0,,-,Orta,,,ImpulseDown,5,Orta,2025-07-11 08:00,10.78,0,0
BIOEN,2025-10-16,23.66,-50,0,4,0,24.95,24.85,-0.14,0.27,0,39.9,20.01,1270451.0,23.41,25.51,27.61,16.46,1,66.97,12.76,0,0,0,0,1,0,,,,,,,0,0,0,0,0,22.02,25.3,-5.81,-12.37,80078654,0.0,2.85,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.62%) | Gelişmiş TOBO formasyonu | ATR STOP: 22.02, TP: 25.3 | 1H:%-5.81 | 1A:%-12.37",2,6.93,0,0,1,0,0,-66.97,-12.76,1270451.0,0,-55.25,,,,,,,,,,,,,,,,,,,,2025-10-16,23.66,0.33812341504648474,0.33812341504648474,0.0,23.74,23.08,0.33812341504648474,6,2,0.33812341504648474,-11.242603550295858,11.54170176916596,23.74,19.76,-,0.0,SAT,-50.0,2025-10-13 07:30,128.0,-,0.0,SAT,-50.0,2025-10-02 10:30,94.0,-,0.0,SAT,-50.0,2025-10-15 12:00,3.0,-,0.0,-,0.0,,,,-,Orta,,,ImpulseDown,5,Yükseliş Başlangıcı,2025-06-13 08:00,20.34,0,0
BIZIM,2025-10-16,25.94,-50,0,4,0,27.19,26.78,-0.4,-0.3,0,40.64,12.34,-354080.0,25.51,27.01,28.52,11.14,0,13.47,14.05,0,0,1,0,0,0,,,,,,,0,0,0,0,0,24.71,27.17,-3.78,-7.49,16374247,0.0,5.94,"ATR Oranı düşük (3.16%) | Gelişmiş Cup & Handle | ATR STOP: 24.71, TP: 27.17 | 1H:%-3.78 | 1A:%-7.49",1,4.74,0,0,1,0,0,-13.47,-14.05,-354080.0,0,-7.02,,,,,,,,,,,,,,,,,,,,2025-10-16,25.94,5.2428681572860425,5.2428681572860425,0.0,27.3,25.4,5.2428681572860425,6,2,11.256746337702381,-2.235929067077879,12.127512127512126,28.86,25.02,-,0.0,SAT,-50.0,2025-10-16 12:00,11.0,-,0.0,SAT,-50.0,2025-09-29 08:30,123.0,-,0.0,SAT,-50.0,2025-09-29 04:00,41.0,-,0.0,SAT,-50.0,2025-10-15 00:00,1.0,ImpulseDown,5,Düşüş Başlangıcı,2025-04-17 00:00,24.76,ImpulseUp,5,Yükseliş Başlangıcı,2025-07-07 12:00,26.2,0,0
BLCYT,2025-10-16,23.6,-50,0,4,0,25.96,24.74,0.61,1.23,0,45.83,27.0,-1201652.0,20.95,24.89,28.83,31.66,1,68.69,17.31,0,0,1,0,0,0,,,,,,,0,0,1,0,0,21.62,25.58,-4.84,1.55,112007010,84.28571,0.64,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.6%) | Gelişmiş Cup & Handle | ATR STOP: 21.62, TP: 25.58 | 1H:%-4.84 | 1A:%1.55 | Confirmed SELL (alphaTrend teyidi)",1,8.39,0,0,1,0,0,-68.69,-17.31,-1201652.0,0,-64.0,,,,,,,,,,,,,,,,,,,,2025-10-16,23.6,0.0,0.0,0.0,23.6,22.9,0.0,5,2,33.305084745762706,30.08474576271185,2.4157660521296935,31.46,22.9,-,0.0,SAT,-50.0,2025-10-09 11:45,177.0,-,0.0,SAT,-50.0,2025-10-14 06:30,26.0,-,0.0,AL,50.0,2025-06-30 04:00,233.0,-,0.0,AL,50.0,2025-06-30 00:00,77.0,,-,Orta,,,ImpulseDown,5,Yükseliş Başlangıcı,2025-06-23 12:00,15.24,0,1
BMSCH,2025-10-16,16.73,50,4,0,0,15.55,15.63,0.55,0.31,1,65.21,19.79,2966981.0,13.78,15.43,17.08,21.36,1,86.8,11.99,0,0,0,0,0,0,,,,,,,0,1,0,0,0,15.53,17.93,3.21,18.4,36750354,0.0,1.09,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.8%) | ATR STOP: 15.53, TP: 17.93 | 1H:%3.21 | 1A:%18.4 | Confirmed BUY (alphaTrend teyidi)",6,7.17,2,0,0,0,0,-86.8,-11.99,2966981.0,0,-58.52,,,,,,,,,,,,,,,,,,,,2025-10-16,16.73,18.649133293484763,18.649133293484763,0.0,19.85,15.74,18.649133293484763,6,3,24.447101016138674,18.52958756724446,4.755043227665715,20.82,15.74,-,0.0,AL,50.0,2025-10-16 10:45,16.0,-,0.0,AL,50.0,2025-09-30 13:30,109.0,-,0.0,AL,50.0,2025-10-02 08:00,31.0,-,0.0,AL,50.0,2025-06-11 00:00,90.0,ImpulseUp,5,Orta,2025-01-07 00:00,13.3803,ImpulseDown,5,Düşüş Başlangıcı,2025-07-07 04:00,15.78,1,1
BMSTL,2025-10-16,63.5,-50,0,4,0,67.95,67.5,-0.53,0.69,0,38.83,30.41,-1077617.0,63.5,68.54,73.58,14.71,1,171.87,14.99,0,0,0,0,0,0,,,,,,,0,0,1,0,0,59.07,67.93,-7.37,-12.71,136649433,0.0,7.6,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.65%) | ATR STOP: 59.07, TP: 67.93 | 1H:%-7.37 | 1A:%-12.71 | Confirmed SELL (alphaTrend teyidi)",0,6.98,0,0,0,0,0,-171.87,-14.99,-1077617.0,0,-170.65,,,,,,,,,,,,,,,,,,,,2025-10-16,63.5,2.204724409448828,2.204724409448828,0.0,64.9,62.95,2.204724409448828,6,4,76.06299212598425,76.06299212598425,0.0,111.8,62.95,-,0.0,SAT,-50.0,2025-10-10 12:45,140.0,-,0.0,SAT,-50.0,2025-10-10 13:30,37.0,-,0.0,SAT,-50.0,2025-10-14 04:00,8.0,-,0.0,-,0.0,,,ImpulseUp,5,Orta,2024-12-11 00:00,30.56,ImpulseUp,5,Orta,2025-06-26 04:00,46.4,0,1
BNTAS,2025-10-16,6.45,-50,0,4,0,6.94,6.79,-0.16,-0.14,0,37.51,12.1,-4944883.0,6.3,6.87,7.45,16.74,0,26.47,49.41,0,100,0,0,0,0,,,,,,,0,0,0,0,0,6.0,6.9,-2.57,-9.92,39818086,22.241379,1.16,"ATR Oranı düşük (4.67%) | ATR STOP: 6.0, TP: 6.9 | 1H:%-2.57 | 1A:%-9.92",1,6.98,0,0,0,0,0,-26.47,-49.41,-4944883.0,0,-30.32,,,,,,,,,,,,,,,,,,,,2025-10-16,6.45,3.1007751937984525,3.1007751937984525,0.0,6.65,6.38,3.1007751937984525,6,2,9.612403100775195,1.3953488372093001,7.4964639321075,7.07,6.36,-,0.0,SAT,-50.0,2025-10-14 10:00,85.0,-,0.0,SAT,-50.0,2025-10-14 07:30,25.0,-,0.0,SAT,-50.0,2025-09-24 12:00,48.0,-,0.0,SAT,-50.0,2025-10-08 00:00,6.0,,-,Orta,,,,-,Orta,,,0,0
BOBET,2025-10-16,18.81,-50,0,4,0,19.78,19.48,-0.35,-0.33,0,38.24,17.24,3442971.0,18.51,19.6,20.69,11.1,0,6.06,34.5,0,100,0,0,0,0,,,,,,,0,0,0,0,0,17.94,19.68,-4.71,-7.07,64113115,0.0,1.11,"ATR Oranı düşük (3.1%) | ATR STOP: 17.94, TP: 19.68 | 1H:%-4.71 | 1A:%-7.07",2,4.63,0,0,0,0,0,-6.06,-34.5,3442971.0,0,1.8,,,,,,,,,,,,,,,,,,,,2025-10-16,18.81,3.455608718766625,3.455608718766625,0.0,19.46,18.27,3.455608718766625,6,2,7.70866560340246,0.3189792663476995,6.860809476801581,20.26,18.27,-,0.0,SAT,-50.0,2025-10-15 07:45,61.0,-,0.0,SAT,-50.0,2025-10-10 12:30,38.0,-,0.0,SAT,-50.0,2025-09-01 04:00,101.0,-,0.0,SAT,-50.0,2025-08-14 00:00,45.0,ImpulseDown,5,Orta,2025-07-28 00:00,20.64,ImpulseUp,5,Orta,2022-12-15 08:00,15.7,0,0
BORLS,2025-10-16,26.9,50,4,0,0,25.14,25.18,0.64,0.46,1,61.71,37.43,-2988703.0,22.85,24.9,26.96,16.5,1,175.87,1.47,100,0,0,0,0,0,,,,,,,0,1,0,0,0,24.88,28.92,6.75,6.41,128571526,0.0,12.36,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %1.47) | ATR Oranı düşük (5.01%) | ATR STOP: 24.88, TP: 28.92 | 1H:%6.75 | 1A:%6.41 | Confirmed BUY (alphaTrend teyidi)",8,7.51,2,0,0,0,0,-175.87,-1.47,-2988703.0,0,-141.31,,,,,,,,,,,,,,,,,,,,2025-10-16,26.9,2.602230483271386,2.602230483271386,0.0,27.6,26.3,2.602230483271386,6,5,12.565055762081794,-64.08921933085502,68.09775429326288,30.28,9.45,-,0.0,AL,50.0,2025-10-14 12:30,75.0,-,0.0,AL,50.0,2025-10-14 12:30,20.0,-,0.0,AL,50.0,2025-07-29 12:00,171.0,-,0.0,AL,50.0,2025-08-13 00:00,46.0,,-,Orta,,,,-,Orta,,,0,0
BORSK,2025-10-16,22.54,-100,0,3,0,22.9,22.93,-0.37,-0.42,1,44.56,15.0,-4028099.0,21.36,23.07,24.77,14.76,0,19.26,12.84,0,0,0,0,1,0,,,,,,,0,0,0,0,0,21.2,23.88,-2.0,-6.63,51752534,150.26666,0.84,"ATR Oranı düşük (3.96%) | Gelişmiş TOBO formasyonu | ATR STOP: 21.2, TP: 23.88 | 1H:%-2.0 | 1A:%-6.63 | Volume Delta pozitif",1,5.94,0,1,1,1,0,-19.26,-12.84,-4028099.0,5,-10.44,,,,,,,,,,,,,,,,,,,,2025-10-16,22.54,2.573203194321215,0.7098491570541267,1.8166089965397998,23.12,22.44,2.573203194321215,3,5,7.5421472937000855,5.856255545696541,1.5676567656765636,24.24,22.44,-,0.0,SAT,-50.0,2025-10-16 14:30,1.0,-,0.0,AL,50.0,2025-10-16 11:30,3.0,-,0.0,SAT,-50.0,2025-09-24 08:00,49.0,-,0.0,AL,50.0,2025-07-18 00:00,64.0,ImpulseDown,5,Yükseliş Başlangıcı,2025-04-21 00:00,20.2,ImpulseUp,5,Düşüş Başlangıcı,2025-08-05 12:00,24.42,0,0
BOSSA,2025-10-16,7.72,50,4,0,0,7.26,7.31,0.08,-0.03,1,60.16,23.19,9967688.0,6.67,7.21,7.75,14.98,1,37.86,22.72,0,100,0,0,0,0,,,,,,,0,0,0,0,0,7.19,8.25,4.32,4.61,42729007,inf,1.09,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (4.6%) | ATR STOP: 7.19, TP: 8.25 | 1H:%4.32 | 1A:%4.61 | Volume Delta pozitif",6,6.87,2,1,0,0,0,-37.86,-22.72,9967688.0,0,-11.04,,,,,,,,,,,,,,,,,,,,2025-10-16,7.72,1.6839378238341955,-2.849740932642484,4.458598726114645,7.85,7.5,1.6839378238341955,3,6,1.6839378238341955,-9.9740932642487,11.464968152866236,7.85,6.81,-,0.0,AL,50.0,2025-10-08 13:45,202.0,-,0.0,AL,50.0,2025-10-09 06:30,53.0,-,0.0,AL,50.0,2025-10-13 12:00,9.0,-,0.0,AL,50.0,2025-07-29 00:00,57.0,ImpulseUp,5,Yükseliş Başlangıcı,2025-09-05 00:00,8.06,ImpulseUp,5,Orta,2025-07-04 12:00,6.24,0,0
